_id,Date,Gender,Player/Team 1 Name,Player/Team 2 Name,Winner Name,Round Number,Court Name,Tournament Name,Score,MatchType
5f21ebafe7362f484263249a,2015-08-06,Men,(7) Feliciano Lopez,Sam Groth,Sam Groth,Third Round,Grandstand,2015 ATP Citi Open,(3-6)(4-6),Singles
5f21ebafe7362f484263249b,2015-08-06,Men,Teymuraz Gabashvili,Ricardas Berankis,Ricardas Berankis,Third Round,Grandstand,2015 ATP Citi Open,(5-7)(4-6),Singles
5f21ebafe7362f484263249c,2015-08-06,Men,(16) Leonardo Mayer,(2) Kei Nishikori,(2) Kei Nishikori,Third Round,Stadium,2015 ATP Citi Open,(4-6)(4-6),Singles
5f21ebb0e7362f484263249d,2015-08-06,Men,(4) Richard Gasquet,(15) Jack Sock,(15) Jack Sock,Third Round,Stadium,2015 ATP Citi Open,(7-6)(6-7)(4-6),Singles
5f21ebb0e7362f484263249e,2015-08-06,Men,Steve Johnson,(6) Grigor Dimitrov,Steve Johnson,Third Round,Grandstand,2015 ATP Citi Open,(6-3)(1-6)(6-3),Singles
5f21ebb0e7362f484263249f,2015-08-06,Men,Alexander Zverev,Alexandr Dolgopolov,Alexander Zverev,Third Round,Grandstand 2,2015 ATP Citi Open,(2-6)(6-2)(0-0),Singles
5f21ebb0e7362f48426324a0,2015-08-06,Men,(13) Sam Querrey,(3) Marin Cilic,(3) Marin Cilic,Third Round,Stadium,2015 ATP Citi Open,(6-7)(6-7),Singles
5f21ebb0e7362f48426324a1,2015-08-06,Men,(12) Vasek Pospisil,(8) John Isner,(8) John Isner,Third Round,Stadium,2015 ATP Citi Open,(4-6)(6-7),Singles
5f21ebb3e7362f4842632516,2015-08-13,Men,Ernests Gulbis,Donald Young,Ernests Gulbis,Third Round,Banque National,2015 ATP Coupe Rogers,(6-4)(6-4),Singles
5f21ebb3e7362f4842632517,2015-08-13,Men,Bernard Tomic,(10) Jo-Wilfried Tsonga,(10) Jo-Wilfried Tsonga,Third Round,Banque National,2015 ATP Coupe Rogers,(6-7)(3-6),Singles
5f21ebb3e7362f4842632518,2015-08-13,Men,(7) Rafael Nadal,Mikhail Youzhny,(7) Rafael Nadal,Third Round,Court Central,2015 ATP Coupe Rogers,(6-3)(6-3),Singles
5f21ebb3e7362f4842632519,2015-08-13,Men,Jeremy Chardy,Ivo Karlovic,Jeremy Chardy,Third Round,Banque National,2015 ATP Coupe Rogers,(4-6)(7-6)(6-4),Singles
5f21ebb3e7362f484263251a,2015-08-13,Men,Nick Kyrgios,(16) John Isner,(16) John Isner,Third Round,Banque National,2015 ATP Coupe Rogers,(5-7)(3-6),Singles
5f21ebb3e7362f484263251b,2015-08-13,Men,Gilles Muller,(2) Andy Murray,(2) Andy Murray,Third Round,Court Central,2015 ATP Coupe Rogers,(3-6)(2-6),Singles
5f21ebb3e7362f484263251c,2015-08-13,Men,(13) David Goffin,(4) Kei Nishikori,(4) Kei Nishikori,Third Round,Court Central,2015 ATP Coupe Rogers,(4-6)(4-6),Singles
5f21ebb3e7362f484263251d,2015-08-13,Men,(1) Novak Djokovic,Jack Sock,(1) Novak Djokovic,Third Round,Court Central,2015 ATP Coupe Rogers,(6-2)(6-1),Singles
5f21ebb3e7362f484263251e,2015-08-13,Women,(13) Angelique Kerber,(2) Simona Halep,(2) Simona Halep,Third Round,Centre Court,2015 WTA Rogers Cup,(3-6)(7-5)(4-6),Singles
5f21ebb3e7362f484263251f,2015-08-13,Women,(1) Serena Williams,(16) Andrea Petkovic,(1) Serena Williams,Third Round,Centre Court,2015 WTA Rogers Cup,(6-3)(6-2),Singles
5f21ebb3e7362f4842632520,2015-08-13,Women,Belinda Bencic,Sabine Lisicki,Belinda Bencic,Third Round,Grandstand,2015 WTA Rogers Cup,(6-1)(1-6)(7-6),Singles
5f21ebb3e7362f4842632521,2015-08-13,Women,Roberta Vinci,Daria Gavrilova,Roberta Vinci,Third Round,Centre Court,2015 WTA Rogers Cup,(6-4)(6-3),Singles
5f21ebb3e7362f4842632522,2015-08-13,Women,(15) Sara Errani,Victoria Azarenka,(15) Sara Errani,Third Round,Centre Court,2015 WTA Rogers Cup,(7-5)(6-3),Singles
5f21ebb3e7362f4842632523,2015-08-13,Women,Polona Hercog,(5) Ana Ivanovic,(5) Ana Ivanovic,Third Round,Centre Court,2015 WTA Rogers Cup,(2-6)(3-6),Singles
5f21ebb3e7362f4842632524,2015-08-13,Women,(6) Agnieszka Radwanska,Alize Cornet,(6) Agnieszka Radwanska,Third Round,Grandstand,2015 WTA Rogers Cup,(6-2)(4-6)(6-4),Singles
5f21ebb3e7362f4842632525,2015-08-13,Women,Lesia Tsurenko,Carina Witthoeft,Lesia Tsurenko,Third Round,Grandstand,2015 WTA Rogers Cup,(6-3)(6-4),Singles
5f21ebb5e7362f4842632584,2015-08-20,Men,(1) Novak Djokovic,(13) David Goffin,(1) Novak Djokovic,Third Round,CENTER,2015 ATP Western & Southern Open,(6-4)(2-6)(6-3),Singles
5f21ebb5e7362f4842632585,2015-08-20,Men,(15) Kevin Anderson,(2) Roger Federer,(2) Roger Federer,Third Round,CENTER,2015 ATP Western & Southern Open,(1-6)(1-6),Singles
5f21ebb6e7362f4842632586,2015-08-20,Men,Tommy Robredo,(6) Tomas Berdych,(6) Tomas Berdych,Third Round,STADIUM 3,2015 ATP Western & Southern Open,(0-6)(1-6),Singles
5f21ebb6e7362f4842632587,2015-08-20,Men,Ivo Karlovic,(5) Stanislas Wawrinka,(5) Stanislas Wawrinka,Third Round,GRANDSTAND,2015 ATP Western & Southern Open,(7-6)(6-7)(6-7),Singles
5f21ebb6e7362f4842632588,2015-08-20,Men,(8) Rafael Nadal,Feliciano Lopez,Feliciano Lopez,Third Round,CENTER,2015 ATP Western & Southern Open,(7-5)(4-6)(6-7),Singles
5f21ebb6e7362f4842632589,2015-08-20,Men,(7) Marin Cilic,(12) Richard Gasquet,(12) Richard Gasquet,Third Round,GRANDSTAND,2015 ATP Western & Southern Open,(5-7)(3-6),Singles
5f21ebb6e7362f484263258a,2015-08-20,Men,(16) Grigor Dimitrov,(3) Andy Murray,(3) Andy Murray,Third Round,STADIUM 3,2015 ATP Western & Southern Open,(6-4)(6-7)(5-7),Singles
5f21ebb6e7362f484263258b,2015-08-20,Men,Alexandr Dolgopolov,Jerzy Janowicz,Alexandr Dolgopolov,Third Round,STADIUM 3,2015 ATP Western & Southern Open,(6-3)(3-6)(6-4),Singles
5f21ebb6e7362f484263258c,2015-08-20,Women,(1) Serena Williams,Karin Knapp,(1) Serena Williams,Third Round,Center,2015 WTA Western & Southern Open,(6-6)(6-2),Singles
5f21ebb6e7362f484263258d,2015-08-20,Women,(15) Andrea Petkovic,(3) Simona Halep,(3) Simona Halep,Third Round,Grandstand,2015 WTA Western & Southern Open,(6-4)(4-6)(2-6),Singles
5f21ebb6e7362f484263258e,2015-08-20,Women,Belinda Bencic,(7) Lucie Safarova,(7) Lucie Safarova,Third Round,Center,2015 WTA Western & Southern Open,(2-6),Singles
5f21ebb6e7362f484263258f,2015-08-20,Women,(8) Karolina Pliskova,Jelena Jankovic,Jelena Jankovic,Third Round,Grandstand,2015 WTA Western & Southern Open,(2-6)(6-3)(5-7),Singles
5f21ebb6e7362f4842632590,2015-08-20,Women,Caroline Garcia,(14) Elina Svitolina,(14) Elina Svitolina,Third Round,Grandstand,2015 WTA Western & Southern Open,(0-6)(3-6),Singles
5f21ebb6e7362f4842632591,2015-08-20,Women,Victoria Azarenka,Anastasia Pavlyuchenkova,Anastasia Pavlyuchenkova,Third Round,Stadium 3,2015 WTA Western & Southern Open,(6-1)(0-3),Singles
5f21ebb6e7362f4842632592,2015-08-20,Women,Anna Karolina Schmiedlova,Varvara Lepchenko,Anna Karolina Schmiedlova,Third Round,Court 9,2015 WTA Western & Southern Open,(6-3)(3-6)(6-4),Singles
5f21ebb6e7362f4842632593,2015-08-20,Women,Sloane Stephens,(6) Ana Ivanovic,(6) Ana Ivanovic,Third Round,Stadium 3,2015 WTA Western & Southern Open,(6-2)(4-6)(1-6),Singles
5f21ebb8e7362f48426325d8,2015-08-26,Men,Pablo Carreno Busta,Simone Bolelli,Pablo Carreno Busta,Third Round,Court 2,2015 ATP Winston-Salem Open,(6-4)(4-6)(6-1),Singles
5f21ebb8e7362f48426325d9,2015-08-26,Men,Aljaz Bedene,Pierre-Hugues Herbert,Pierre-Hugues Herbert,Third Round,Court 3,2015 ATP Winston-Salem Open,(3-6)(0-6),Singles
5f21ebb8e7362f48426325da,2015-08-26,Men,(8) Borna Coric,Diego Schwartzman,(8) Borna Coric,Third Round,Stadium,2015 ATP Winston-Salem Open,(6-2)(6-1),Singles
5f21ebb8e7362f48426325db,2015-08-26,Men,Hyeon Chung,Yen-Hsun Lu,Yen-Hsun Lu,Third Round,Court 2,2015 ATP Winston-Salem Open,(6-7)(6-1)(5-7),Singles
5f21ebb8e7362f48426325dc,2015-08-26,Women,(15) Teymuraz Gabashvili,Malek Jaziri,Malek Jaziri,Third Round,Court 3,2015 ATP Winston-Salem Open,(5-7)(4-6),Singles
5f21ebb8e7362f48426325dd,2015-08-26,Women,(6) Thomaz Bellucci,(11) Jiri Vesely,(6) Thomaz Bellucci,Third Round,Court 4,2015 ATP Winston-Salem Open,(6-1)(6-7)(6-4),Singles
5f21ebb8e7362f48426325de,2015-08-26,Women,(3) Jo-Wilfried Tsonga,(13) Steve Johnson,(13) Steve Johnson,Third Round,Stadium,2015 ATP Winston-Salem Open,(3-6)(6-4)(6-7),Singles
5f21ebb8e7362f48426325df,2015-08-26,Women,(16) Jerzy Janowicz,(2) Kevin Anderson,(2) Kevin Anderson,Third Round,Stadium,2015 ATP Winston-Salem Open,(6-7)(4-6),Singles
5f21ebbfe7362f48426326f1,2015-09-04,Men,(32) Fabio Fognini,(8) Rafael Nadal,(32) Fabio Fognini,Third Round,Arthur Ashe Stadium,2015 US Open,(3-6)(4-6)(6-4)(6-3)(6-4),Singles
5f21ebbfe7362f48426326f2,2015-09-04,Men,(9) Marin Cilic,Mikhail Kukushkin,(9) Marin Cilic,Third Round,Louis Armstrong Stadium,2015 US Open,(6-7)(7-6)(6-3)(6-7)(6-1),Singles
5f21ebbfe7362f48426326f3,2015-09-04,Men,(1) Novak Djokovic,(25) Andreas Seppi,(1) Novak Djokovic,Third Round,Arthur Ashe Stadium,2015 US Open,(6-3)(7-5)(7-5),Singles
5f21ebbfe7362f48426326f4,2015-09-04,Men,(10) Milos Raonic,(18) Feliciano Lopez,(18) Feliciano Lopez,Third Round,Grandstand,2015 US Open,(2-6)(6-7)(3-6),Singles
5f21ebbfe7362f48426326f5,2015-09-04,Men,Benoit Paire,(26) Tommy Robredo,Benoit Paire,Third Round,Court 17,2015 US Open,(7-6)(6-1)(6-1),Singles
5f21ebbfe7362f48426326f6,2015-09-04,Men,(19) Jo-Wilfried Tsonga,Sergiy Stakhovsky,(19) Jo-Wilfried Tsonga,Third Round,Grandstand,2015 US Open,(6-3)(7-5)(6-2),Singles
5f21ebbfe7362f48426326f7,2015-09-04,Men,(23) Roberto Bautista Agut,(14) David Goffin,(23) Roberto Bautista Agut,Third Round,Court 17,2015 US Open,(2-6)(5-7)(6-3)(3-1),Singles
5f21ebbfe7362f48426326f8,2015-09-04,Men,(27) Jeremy Chardy,(7) David Ferrer,(27) Jeremy Chardy,Third Round,Louis Armstrong Stadium,2015 US Open,(7-6)(4-6)(6-3)(6-1),Singles
5f21ebbfe7362f48426326f9,2015-09-04,Women,(1) Serena Williams,Bethanie Mattek-Sands,(1) Serena Williams,Third Round,Arthur Ashe Stadium,2015 US Open,(3-6)(7-5)(6-6),Singles
5f21ebbfe7362f48426326fa,2015-09-04,Women,Daria Kasatkina,Kristina Mladenovic,Kristina Mladenovic,Third Round,Grandstand,2015 US Open,(2-6)(3-6),Singles
5f21ebbfe7362f48426326fb,2015-09-04,Women,Roberta Vinci,Mariana Duque-Marino,Roberta Vinci,Third Round,Court 17,2015 US Open,(6-1)(5-7)(6-2),Singles
5f21ebbfe7362f48426326fc,2015-09-04,Women,(25) Eugenie Bouchard,Dominika Cibulkova,(25) Eugenie Bouchard,Third Round,Louis Armstrong Stadium,2015 US Open,(7-6)(4-6)(6-3),Singles
5f21ebbfe7362f48426326fd,2015-09-04,Women,(17) Elina Svitolina,(13) Ekaterina Makarova,(13) Ekaterina Makarova,Third Round,Arthur Ashe Stadium,2015 US Open,(3-6)(5-7),Singles
5f21ebbfe7362f48426326fe,2015-09-04,Women,(12) Belinda Bencic,(23) Venus Williams,(23) Venus Williams,Third Round,Arthur Ashe Stadium,2015 US Open,(3-6)(4-6),Singles
5f21ebbfe7362f48426326ff,2015-09-04,Women,Anett Kontaveit,Madison Brengle,Anett Kontaveit,Third Round,Grandstand,2015 US Open,(6-2)(3-6)(6-6),Singles
5f21ebbfe7362f4842632700,2015-09-04,Women,(19) Madison Keys,(15) Agnieszka Radwanska,(19) Madison Keys,Third Round,Louis Armstrong Stadium,2015 US Open,(6-3)(6-2),Singles
5f21ebc0e7362f484263271f,2015-09-05,Men,(6) Tomas Berdych,(31) Guillermo Garcia-Lopez,(6) Tomas Berdych,Third Round,Court 17,2015 US Open,(6-7)(7-6)(6-3)(6-3),Singles
5f21ebc0e7362f4842632720,2015-09-05,Men,(29) Philipp Kohlschreiber,(2) Roger Federer,(2) Roger Federer,Third Round,Arthur Ashe Stadium,2015 US Open,(3-6)(4-6)(4-6),Singles
5f21ebc0e7362f4842632721,2015-09-05,Men,Viktor Troicki,Donald Young,Donald Young,Third Round,Grandstand,2015 US Open,(6-4)(6-4)(6-7)(2-6)(4-6),Singles
5f21ebc0e7362f4842632722,2015-09-05,Men,(5) Stanislas Wawrinka,Ruben Bemelmans,(5) Stanislas Wawrinka,Third Round,Louis Armstrong Stadium,2015 US Open,(6-3)(7-6)(6-4),Singles
5f21ebc0e7362f4842632723,2015-09-05,Men,(24) Bernard Tomic,(12) Richard Gasquet,(12) Richard Gasquet,Third Round,Grandstand,2015 US Open,(4-6)(3-6)(1-6),Singles
5f21ebc0e7362f4842632724,2015-09-05,Men,(13) John Isner,Jiri Vesely,(13) John Isner,Third Round,Louis Armstrong Stadium,2015 US Open,(6-3)(6-4),Singles
5f21ebc0e7362f4842632725,2015-09-05,Men,(15) Kevin Anderson,(20) Dominic Thiem,(15) Kevin Anderson,Third Round,Court 17,2015 US Open,(6-3)(7-6)(7-6),Singles
5f21ebc0e7362f4842632726,2015-09-05,Men,(30) Thomaz Bellucci,(3) Andy Murray,(3) Andy Murray,Third Round,Arthur Ashe Stadium,2015 US Open,(3-6)(2-6)(5-7),Singles
5f21ebc0e7362f4842632727,2015-09-05,Women,(5) Petra Kvitova,(32) Anna Karolina Schmiedlova,(5) Petra Kvitova,Third Round,Arthur Ashe Stadium,2015 US Open,(6-2)(6-1),Singles
5f21ebc0e7362f4842632728,2015-09-05,Women,(26) Flavia Pennetta,Petra Cetkovska,(26) Flavia Pennetta,Third Round,Court 17,2015 US Open,(1-6)(6-1)(6-4),Singles
5f21ebc0e7362f4842632729,2015-09-05,Women,Varvara Lepchenko,Mona Barthel,Varvara Lepchenko,Third Round,Louis Armstrong Stadium,2015 US Open,(1-6)(6-3)(6-4),Singles
5f21ebc0e7362f484263272a,2015-09-05,Women,Barbora Strycova,(24) Sabine Lisicki,(24) Sabine Lisicki,Third Round,Grandstand,2015 US Open,(4-6)(6-4)(5-7),Singles
5f21ebc0e7362f484263272b,2015-09-05,Women,(18) Andrea Petkovic,Johanna Konta,Johanna Konta,Third Round,Louis Armstrong Stadium,2015 US Open,(6-7)(3-6),Singles
5f21ebc0e7362f484263272c,2015-09-05,Women,(16) Sara Errani,(22) Samantha Stosur,(22) Samantha Stosur,Third Round,Grandstand,2015 US Open,(5-7)(6-2)(1-6),Singles
5f21ebc0e7362f484263272d,2015-09-05,Women,(20) Victoria Azarenka,(11) Angelique Kerber,(20) Victoria Azarenka,Third Round,Arthur Ashe Stadium,2015 US Open,(7-5)(2-6)(6-4),Singles
5f21ebc0e7362f484263272e,2015-09-05,Women,Shelby Rogers,(2) Simona Halep,(2) Simona Halep,Third Round,Arthur Ashe Stadium,2015 US Open,(2-6)(3-6),Singles
5f21ebc9e7362f4842632887,2015-09-29,Men,(5) Garbine Muguruza,(9) Ana Ivanovic,(5) Garbine Muguruza,Third Round,Centre Court,2015 WTA Dongfeng Motor Wuhan Open,(4-6)(6-1)(6-6),Singles
5f21ebc9e7362f484263288d,2015-09-29,Men,Kristina Mladenovic,Anna Karolina Schmiedlova,Anna Karolina Schmiedlova,Third Round,Court 1,2015 WTA Dongfeng Motor Wuhan Open,(4-6)(2-6),Singles
5f21ebcae7362f48426328ac,2015-09-30,Men,Venus Williams,(7) Carla Suarez Navarro,Venus Williams,Third Round,Centre Court,2015 WTA Dongfeng Motor Wuhan Open,(6-3)(6-4),Singles
5f21ebcae7362f48426328ad,2015-09-30,Men,(1) Simona Halep,Johanna Konta,Johanna Konta,Third Round,Centre Court,2015 WTA Dongfeng Motor Wuhan Open,(3-6)(6-3)(5-7),Singles
5f21ebcae7362f48426328ae,2015-09-30,Men,(12) Elina Svitolina,(8) Karolina Pliskova,(8) Karolina Pliskova,Third Round,Court 1,2015 WTA Dongfeng Motor Wuhan Open,(6-2)(4-6)(4-6),Singles
5f21ebcae7362f48426328af,2015-09-30,Men,(3) Petra Kvitova,(15) Roberta Vinci,(15) Roberta Vinci,Third Round,Centre Court,2015 WTA Dongfeng Motor Wuhan Open,(6-7)(2-6),Singles
5f21ebcae7362f48426328b0,2015-09-30,Men,(6) Angelique Kerber,Camila Giorgi,(6) Angelique Kerber,Third Round,Centre Court,2015 WTA Dongfeng Motor Wuhan Open,(6-2)(6-4),Singles
5f21ebcae7362f48426328b1,2015-09-30,Men,Coco Vandeweghe,Barbora Strycova,Coco Vandeweghe,Third Round,Court 1,2015 WTA Dongfeng Motor Wuhan Open,(3-6)(6-2)(7-6),Singles
5f21ebcee7362f4842632930,2015-10-07,Men,(4) Agnieszka Radwanska,(14) Madison Keys,(4) Agnieszka Radwanska,Third Round,National Tennis Stadium,2015 WTA Tour China Open,(6-3)(0-0),Singles
5f21ebcee7362f4842632932,2015-10-07,Men,(7) Carla Suarez Navarro,(12) Timea Bacsinszky,(12) Timea Bacsinszky,Third Round,Lotus Court,2015 WTA Tour China Open,(4-6)(6-4)(5-7),Singles
5f21ebcee7362f4842632933,2015-10-07,Men,(10) Angelique Kerber,(8) Caroline Wozniacki,(10) Angelique Kerber,Third Round,National Tennis Stadium,2015 WTA Tour China Open,(6-2)(6-3),Singles
5f21ebcee7362f4842632934,2015-10-07,Men,(13) Andrea Petkovic,Sara Errani,Sara Errani,Third Round,National Tennis Stadium,2015 WTA Tour China Open,(6-3)(3-6)(2-6),Singles
5f21ebcee7362f4842632940,2015-10-08,Men,Anastasia Pavlyuchenkova,(3) Flavia Pennetta,Anastasia Pavlyuchenkova,Third Round,Lotus Court,2015 WTA Tour China Open,(3-6)(6-4)(6-3),Singles
5f21ebcee7362f4842632941,2015-10-08,Men,(6) Ana Ivanovic,Svetlana Kuznetsova,(6) Ana Ivanovic,Third Round,National Tennis Stadium,2015 WTA Tour China Open,(7-5)(4-6)(6-2),Singles
5f21ebcee7362f4842632942,2015-10-08,Men,Mirjana Lucic-Baroni,(5) Garbine Muguruza,(5) Garbine Muguruza,Third Round,Lotus Court,2015 WTA Tour China Open,(6-1)(2-6)(1-6),Singles
5f21ebcee7362f4842632943,2015-10-08,Men,Bethanie Mattek-Sands,(15) Roberta Vinci,Bethanie Mattek-Sands,Third Round,National Tennis Stadium,2015 WTA Tour China Open,(6-1)(3-6)(6-2),Singles
5f21ebd1e7362f48426329c3,2015-10-15,Men,(6) Kei Nishikori,(12) Kevin Anderson,(12) Kevin Anderson,Third Round,Grandstand,2015 ATP Shanghai Rolex Masters,(6-7)(6-7),Singles
5f21ebd2e7362f48426329c4,2015-10-15,Men,(11) Richard Gasquet,Bernard Tomic,Bernard Tomic,Third Round,Grandstand,2015 ATP Shanghai Rolex Masters,(3-6)(7-6)(4-6),Singles
5f21ebd2e7362f48426329c5,2015-10-15,Men,(8) Rafael Nadal,(9) Milos Raonic,(8) Rafael Nadal,Third Round,Stadium,2015 ATP Shanghai Rolex Masters,(6-3)(7-6),Singles
5f21ebd2e7362f48426329c6,2015-10-15,Men,(16) Jo-Wilfried Tsonga,Albert Ramos-Vinolas,(16) Jo-Wilfried Tsonga,Third Round,Grandstand,2015 ATP Shanghai Rolex Masters,(6-7)(7-5)(6-4),Singles
5f21ebd2e7362f48426329c7,2015-10-15,Men,(14) Marin Cilic,(4) Stanislas Wawrinka,(4) Stanislas Wawrinka,Third Round,Grandstand,2015 ATP Shanghai Rolex Masters,(5-7)(7-6)(4-6),Singles
5f21ebd2e7362f48426329c8,2015-10-15,Men,(1) Novak Djokovic,(15) Feliciano Lopez,(1) Novak Djokovic,Third Round,Stadium,2015 ATP Shanghai Rolex Masters,(6-2)(6-3),Singles
5f21ebd2e7362f48426329c9,2015-10-15,Men,(10) Gilles Simon,(5) Tomas Berdych,(5) Tomas Berdych,Third Round,Stadium,2015 ATP Shanghai Rolex Masters,(3-6)(3-6),Singles
5f21ebd2e7362f48426329ca,2015-10-15,Men,(3) Andy Murray,(13) John Isner,(3) Andy Murray,Third Round,Stadium,2015 ATP Shanghai Rolex Masters,(6-7)(6-4)(6-4),Singles
5f21ebd8e7362f4842632ad1,2015-11-05,Men,(8) David Ferrer,Grigor Dimitrov,(8) David Ferrer,Third Round,Court 1,2015 ATP BNP Paribas Masters,(6-7)(6-1)(6-4),Singles
5f21ebd8e7362f4842632ad2,2015-11-05,Men,(6) Kei Nishikori,(10) Richard Gasquet,(10) Richard Gasquet,Third Round,Court Central,2015 ATP BNP Paribas Masters,(6-7)(1-4),Singles
5f21ebd8e7362f4842632ad3,2015-11-05,Men,(13) John Isner,(3) Roger Federer,(13) John Isner,Third Round,Court Central,2015 ATP BNP Paribas Masters,(7-6)(3-6)(7-6),Singles
5f21ebd9e7362f4842632ad4,2015-11-05,Men,(11) Kevin Anderson,(7) Rafael Nadal,(7) Rafael Nadal,Third Round,Court Central,2015 ATP BNP Paribas Masters,(6-4)(6-7)(2-6),Singles
5f21ebd9e7362f4842632ad5,2015-11-05,Men,(4) Stanislas Wawrinka,Viktor Troicki,(4) Stanislas Wawrinka,Third Round,Court 1,2015 ATP BNP Paribas Masters,(6-4)(7-5),Singles
5f21ebd9e7362f4842632ad6,2015-11-05,Men,(1) Novak Djokovic,(14) Gilles Simon,(1) Novak Djokovic,Third Round,Court Central,2015 ATP BNP Paribas Masters,(6-3)(7-5),Singles
5f21ebd9e7362f4842632ad7,2015-11-05,Men,(9) Jo-Wilfried Tsonga,(5) Tomas Berdych,(5) Tomas Berdych,Third Round,Court Central,2015 ATP BNP Paribas Masters,(3-6)(4-6),Singles
5f21ebd9e7362f4842632ad8,2015-11-05,Men,(16) David Goffin,(2) Andy Murray,(2) Andy Murray,Third Round,Court Central,2015 ATP BNP Paribas Masters,(1-6)(0-6),Singles
5f21ebe8e7362f4842632d1b,2016-01-21,Men,(26) Guillermo Garcia-Lopez,(7) Kei Nishikori,(7) Kei Nishikori,Third Round,Margaret Court Arena,2016 Australian Open,(5-7)(6-2)(3-6)(4-6),Singles
5f21ebe8e7362f4842632d1c,2016-01-21,Men,(3) Roger Federer,(27) Grigor Dimitrov,(3) Roger Federer,Third Round,Rod Laver Arena,2016 Australian Open,(6-4)(3-6)(6-1)(6-4),Singles
5f21ebe8e7362f4842632d20,2016-01-21,Men,(19) Dominic Thiem,(15) David Goffin,(15) David Goffin,Third Round,Hisense Arena,2016 Australian Open,(1-6)(6-3)(6-7)(5-7),Singles
5f21ebe8e7362f4842632d21,2016-01-21,Men,(9) Jo-Wilfried Tsonga,Pierre-Hugues Herbert,(9) Jo-Wilfried Tsonga,Third Round,Margaret Court Arena,2016 Australian Open,(6-4)(7-6)(7-6),Singles
5f21ebe8e7362f4842632d25,2016-01-21,Women,(12) Belinda Bencic,Kateryna Bondarenko,(12) Belinda Bencic,Third Round,Rod Laver Arena,2016 Australian Open,(4-6)(6-2)(6-4),Singles
5f21ebe8e7362f4842632d26,2016-01-21,Women,Anna-Lena Friedsam,(13) Roberta Vinci,Anna-Lena Friedsam,Third Round,Hisense Arena,2016 Australian Open,(0-6)(6-4)(6-4),Singles
5f21ebe8e7362f4842632d2a,2016-01-21,Women,Lauren Davis,(5) Maria Sharapova,(5) Maria Sharapova,Third Round,Rod Laver Arena,2016 Australian Open,(1-6)(7-6)(0-6),Singles
5f21ebe8e7362f4842632d2b,2016-01-21,Women,Margarita Gasparyan,Yulia Putintseva,Margarita Gasparyan,Third Round,Show Court 2,2016 Australian Open,(6-3)(6-4),Singles
5f21ebe9e7362f4842632d46,2016-01-22,Men,Federico Delbonis,(14) Gilles Simon,(14) Gilles Simon,Third Round,Hisense Arena,2016 Australian Open,(3-6)(2-6)(1-6),Singles
5f21ebe9e7362f4842632d47,2016-01-22,Men,(1) Novak Djokovic,(28) Andreas Seppi,(1) Novak Djokovic,Third Round,Margaret Court Arena,2016 Australian Open,(6-1)(7-5)(7-6),Singles
5f21ebe9e7362f4842632d48,2016-01-22,Men,(18) Feliciano Lopez,(10) John Isner,(10) John Isner,Third Round,Hisense Arena,2016 Australian Open,(7-6)(6-7)(2-6)(4-6),Singles
5f21ebe9e7362f4842632d49,2016-01-22,Men,(8) David Ferrer,(31) Steve Johnson,(8) David Ferrer,Third Round,Show Court 2,2016 Australian Open,(6-1)(6-4)(6-4),Singles
5f21ebe9e7362f4842632d4a,2016-01-22,Men,(12) Marin Cilic,(24) Roberto Bautista Agut,(24) Roberto Bautista Agut,Third Round,Show Court 2,2016 Australian Open,(4-6)(6-7)(5-7),Singles
5f21ebe9e7362f4842632d4b,2016-01-22,Men,(29) Nick Kyrgios,(6) Tomas Berdych,(6) Tomas Berdych,Third Round,Rod Laver Arena,2016 Australian Open,(3-6)(4-6)(6-1)(4-6),Singles
5f21ebe9e7362f4842632d4c,2016-01-22,Men,Lukas Rosol,(4) Stanislas Wawrinka,(4) Stanislas Wawrinka,Third Round,Rod Laver Arena,2016 Australian Open,(2-6)(3-6)(6-7),Singles
5f21ebe9e7362f4842632d4d,2016-01-22,Women,(4) Agnieszka Radwanska,Monica Puig,(4) Agnieszka Radwanska,Third Round,Margaret Court Arena,2016 Australian Open,(6-4)(6-6),Singles
5f21ebe9e7362f4842632d4e,2016-01-22,Women,(1) Serena Williams,Daria Kasatkina,(1) Serena Williams,Third Round,Rod Laver Arena,2016 Australian Open,(6-1)(6-1),Singles
5f21ebe9e7362f4842632d4f,2016-01-22,Women,Johanna Konta,Denisa Allertova,Johanna Konta,Third Round,Hisense Arena,2016 Australian Open,(6-2)(6-2),Singles
5f21ebe9e7362f4842632d50,2016-01-22,Women,Barbora Strycova,(3) Garbine Muguruza,Barbora Strycova,Third Round,Rod Laver Arena,2016 Australian Open,(6-3)(6-2),Singles
5f21ebe9e7362f4842632d51,2016-01-22,Women,(14) Victoria Azarenka,Naomi Osaka,(14) Victoria Azarenka,Third Round,Rod Laver Arena,2016 Australian Open,(6-1)(6-1),Singles
5f21ebe9e7362f4842632d52,2016-01-22,Women,(28) Kristina Mladenovic,Daria Gavrilova,Daria Gavrilova,Third Round,Hisense Arena,2016 Australian Open,(4-6)(6-4)(9-1),Singles
5f21ebe9e7362f4842632d53,2016-01-22,Women,(10) Carla Suarez Navarro,Elizaveta Kulichkova,(10) Carla Suarez Navarro,Third Round,Margaret Court Arena,2016 Australian Open,(6-4)(2-2),Singles
